2019.09.19,13:45,1.24704,1.24853,1.24663,1.24819,1765
2019.09.19,14:00,1.24818,1.24935,1.24801,1.24927,2491
2019.09.19,14:15,1.24924,1.24954,1.24876,1.24903,1940
2019.09.19,14:30,1.24904,1.24944,1.24860,1.24879,2173
2019.09.19,14:45,1.24878,1.24918,1.24769,1.24912,2360
2019.09.19,15:00,1.24914,1.24938,1.24809,1.24828,2596
2019.09.19,15:15,1.24829,1.24867,1.24787,1.24809,1984
2019.09.19,15:30,1.24810,1.24871,1.24749,1.24802,1856
2019.09.19,15:45,1.24797,1.24915,1.24751,1.24856,2385
2019.09.19,16:00,1.24860,1.24915,1.24827,1.24829,1998
2019.09.19,16:15,1.24828,1.24891,1.24791,1.24791,1566
2019.09.19,16:30,1.24790,1.24801,1.24728,1.24742,1614
2019.09.19,16:45,1.24741,1.24813,1.24738,1.24791,1604
2019.09.19,17:00,1.24792,1.24794,1.24728,1.24771,1548
2019.09.19,17:15,1.24772,1.24845,1.24769,1.24821,1860
2019.09.19,17:30,1.24822,1.24835,1.24746,1.24822,1429
2019.09.19,17:45,1.24825,1.24936,1.24816,1.24901,1505
2019.09.19,18:00,1.24899,1.25400,1.24891,1.25378,4729
2019.09.19,18:15,1.25377,1.25518,1.25328,1.25420,2946
2019.09.19,18:30,1.25421,1.25600,1.25421,1.25557,2937
2019.09.19,18:45,1.25558,1.25566,1.25482,1.25552,2057
2019.09.19,19:00,1.25553,1.25563,1.25378,1.25421,2287
2019.09.19,19:15,1.25422,1.25474,1.25379,1.25411,1809
2019.09.19,19:30,1.25410,1.25450,1.25404,1.25423,1336
2019.09.19,19:45,1.25421,1.25422,1.25336,1.25353,1547
2019.09.19,20:00,1.25354,1.25362,1.25267,1.25278,1580
2019.09.19,20:15,1.25279,1.25312,1.25267,1.25290,1188
2019.09.19,20:30,1.25289,1.25290,1.25256,1.25272,1135
2019.09.19,20:45,1.25273,1.25328,1.25204,1.25210,1710
2019.09.19,21:00,1.25207,1.25244,1.25191,1.25227,1018
2019.09.19,21:15,1.25225,1.25258,1.25211,1.25253,829
2019.09.19,21:30,1.25252,1.25283,1.25232,1.25249,1003
2019.09.19,21:45,1.25248,1.25272,1.25185,1.25202,1924
2019.09.19,22:00,1.25201,1.25298,1.25193,1.25233,1149
2019.09.19,22:15,1.25232,1.25277,1.25223,1.25250,757
2019.09.19,22:30,1.25255,1.25272,1.25221,1.25258,1138
2019.09.19,22:45,1.25259,1.25270,1.25218,1.25242,1360
2019.09.19,23:00,1.25235,1.25276,1.25197,1.25212,1114
2019.09.19,23:15,1.25211,1.25224,1.25194,1.25213,939
2019.09.19,23:30,1.25211,1.25231,1.25194,1.25222,1127
2019.09.19,23:45,1.25229,1.25237,1.25213,1.25232,1413
2019.09.20,00:00,1.25238,1.25241,1.25210,1.25225,861
2019.09.20,00:15,1.25226,1.25239,1.25221,1.25233,500
2019.09.20,00:30,1.25234,1.25265,1.25203,1.25258,885
2019.09.20,00:45,1.25259,1.25270,1.25217,1.25223,733
2019.09.20,01:00,1.25224,1.25254,1.25221,1.25222,1119
2019.09.20,01:15,1.25228,1.25260,1.25219,1.25241,853
2019.09.20,01:30,1.25240,1.25242,1.25170,1.25218,1217
2019.09.20,01:45,1.25219,1.25261,1.25205,1.25257,929
2019.09.20,02:00,1.25258,1.25269,1.25244,1.25253,837
2019.09.20,02:15,1.25252,1.25317,1.25242,1.25313,968
2019.09.20,02:30,1.25312,1.25335,1.25281,1.25288,986
2019.09.20,02:45,1.25289,1.25325,1.25283,1.25318,910
2019.09.20,03:00,1.25317,1.25324,1.25275,1.25319,758
2019.09.20,03:15,1.25316,1.25394,1.25296,1.25390,885
2019.09.20,03:30,1.25389,1.25461,1.25372,1.25438,826
2019.09.20,03:45,1.25439,1.25505,1.25429,1.25449,1350
2019.09.20,04:00,1.25453,1.25471,1.25409,1.25437,1066
2019.09.20,04:15,1.25438,1.25516,1.25421,1.25493,1350
